ReviewId,SentenceId,Sentence,OpinionCategoryList,OpinionSubcategoryList,OpinionPolarityList
235,235:2,Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.,['HARD_DISC'],['QUALITY'],['negative']
235,235:3,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",['SUPPORT'],['QUALITY'],['positive']
235,235:4,"I have had the netbook for 2 months and I love it, I read some reviews that say netbooks are slow but it does not seem any slower than the other computers I use.",[],[],[]
235,235:5,"Also the speakers are not very loud, But it is a netbook.",['MULTIMEDIA_DEVICES'],['QUALITY'],['neutral']
235,235:6,Would HIGHLY recommend this netbook though.,['LAPTOP'],['GENERAL'],['positive']
49,49:0,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",[],[],[]
49,49:1,I custom ordered the machine from HP and could NOT understand the techie due to his accent.,['SUPPORT'],['QUALITY'],['negative']
49,49:2,Finally was able to reach a young lady in California and ordered the machine and was subsequently given a delivery date.,[],[],[]
49,49:3,"The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.",[],[],[]
49,49:4,The computer was two weeks late in delivery because HP forgot to complete the required import paperwork.,['SHIPPING'],['QUALITY'],['negative']
49,49:5,"My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use.","['LAPTOP', 'LAPTOP']","['QUALITY', 'PRICE']","['negative', 'negative']"
49,49:6,"Although my model was listed as recalled, HP denied my claim.",['SUPPORT'],['QUALITY'],['negative']
49,49:7,"Accordingly, I have decided to NEVER purchase another HP product (my five year old Compaq) lasted 5-years before the hard drive crashed.",[],[],[]
49,49:8,I visited the Apple Store and was impressed with the 17-inch MacBook Pro.,[],[],[]
49,49:9,"The quality, engineering design and warranty are superior--covers damage from dropping the laptop.",[],[],[]
49,49:10,"If the number of patrons in the Apple store are any indication, HP and other PC manufacturers need to take note.",[],[],[]
53,53:0,"This laptop leaves alot to be desired, I have had it only 5 months and have had to send it away to be repaired twice...","['LAPTOP', 'LAPTOP']","['GENERAL', 'QUALITY']","['negative', 'negative']"
53,53:1,"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....","['SOFTWARE', 'LAPTOP', 'LAPTOP']","['GENERAL', 'DESIGN_FEATURES', 'OPERATION_PERFORMANCE']","['negative', 'neutral', 'negative']"
53,53:2,If you shop around in the current market you can find a much better deal.,['LAPTOP'],['GENERAL'],['negative']
53,53:3,"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.","['SUPPORT', 'SHIPPING']","['QUALITY', 'QUALITY']","['positive', 'negative']"
60,60:0,Unable to boot up this brand new laptop.,"['LAPTOP', 'LAPTOP']","['QUALITY', 'OPERATION_PERFORMANCE']","['negative', 'negative']"
60,60:1,Spent 2 hours on phone with HP Technical Support.,['SUPPORT'],['QUALITY'],['negative']
60,60:2,"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",['SUPPORT'],['QUALITY'],['negative']
60,60:3,They are asking me to ship the unit back to fix it at their site.,['SUPPORT'],['QUALITY'],['neutral']
60,60:4,I am going to go back and return at Store I bought from!,['LAPTOP'],['GENERAL'],['negative']
89,89:0,This computer had exactly the specifications I needed.,['LAPTOP'],['DESIGN_FEATURES'],['positive']
89,89:1,"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.","['LAPTOP', 'LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'PORTABILITY', 'OPERATION_PERFORMANCE']","['positive', 'positive', 'positive']"
89,89:2,The perfect notebook...,['LAPTOP'],['GENERAL'],['positive']
89,89:3,When I finally had everything running with all my software installed I plugged in my droid to recharge and the system crashed.,['LAPTOP'],['OPERATION_PERFORMANCE'],['negative']
89,89:4,The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,['LAPTOP'],['CONNECTIVITY'],['negative']
89,89:5,"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",['SUPPORT'],['QUALITY'],['negative']
89,89:6,"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!",['SUPPORT'],['QUALITY'],['negative']
89,89:7,Needless to say a PC that can't support a cell phone is less than useless!,['LAPTOP'],['CONNECTIVITY'],['negative']
92,92:0,"With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.","['SUPPORT', 'COMPANY']","['QUALITY', 'GENERAL']","['negative', 'negative']"
92,92:1,I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.,['SUPPORT'],['QUALITY'],['negative']
92,92:2,"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.","['POWER_SUPPLY', 'POWER_SUPPLY']","['QUALITY', 'OPERATION_PERFORMANCE']","['negative', 'negative']"
92,92:3,"Call tech support, standard email the form and fax it back in to us.",[],[],[]
92,92:4,"I called back to ensure that received it, they had.",[],[],[]
92,92:5,But no one could tell me when my part would be shipped nor could they tell me where to buy it ON THEIR WEBSITE!!!,['SUPPORT'],['QUALITY'],['negative']
92,92:6,Frustrated I hung up and tried to call back 3 days later to be told that it takes 2-3 days for turnaround time.,['SUPPORT'],['QUALITY'],['negative']
92,92:7,This was the 3rd day and part still had not been shipped.,['SUPPORT'],['QUALITY'],['negative']
92,92:8,Asked the customer service rep.,[],[],[]
92,92:9,"If it's not shipped on the next business day, called on a Friday they are closed on weekends, what was the next step.",[],[],[]
92,92:10,"The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.",['SUPPORT'],['QUALITY'],['negative']
92,92:11,Was searching online for a power supply when I found this site.,[],[],[]
92,92:12,I'm tired of the inept service.,['SUPPORT'],['QUALITY'],['negative']
92,92:13,If you are looking for a netbook pc DO NOT BUY FROM ASUS!!!,['COMPANY'],['GENERAL'],['negative']
92,92:14,Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,"['POWER_SUPPLY', 'POWER_SUPPLY']","['OPERATION_PERFORMANCE', 'DESIGN_FEATURES']","['negative', 'negative']"
92,92:15,I'M REALLY FRUSTRATED BY THIS EXPERIENCE.,['LAPTOP'],['GENERAL'],['negative']
92,92:16,HOW DOES THE POWER SUPPLY NOT WORK!!!,['POWER_SUPPLY'],['OPERATION_PERFORMANCE'],['negative']
92,92:17,"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!",[],[],[]
310,310:0,Our Apple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook and has become such an integral part of completing our daily needs and social networking.,['LAPTOP'],['MISCELLANEOUS'],['positive']
310,310:1,"I do everything on this computer - check email, facebook, shop, check blogs, write papers, listen to music, and we even watch all of our movies on it since we do not have a tv.","['LAPTOP', 'LAPTOP']","['GENERAL', 'MISCELLANEOUS']","['positive', 'positive']"
310,310:2,"It pretty much does everything we could ever need, and looks great to boot.","['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'DESIGN_FEATURES']","['positive', 'positive']"
310,310:3,"Apple is always great about the aesthetics of things, they always come up with good looking products.","['LAPTOP', 'COMPANY']","['DESIGN_FEATURES', 'GENERAL']","['positive', 'positive']"
310,310:4,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,"['SOFTWARE', 'LAPTOP']","['USABILITY', 'OPERATION_PERFORMANCE']","['positive', 'positive']"
310,310:5,"So, if you're thinking of a laptop, I would heartily recommend theApple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook for all your needs!",['LAPTOP'],['GENERAL'],['positive']
310,310:6,"It's great and we will always stick with Apple computers, we have been so happy with them.","['LAPTOP', 'COMPANY']","['GENERAL', 'GENERAL']","['positive', 'positive']"
41,41:0,"I know that everyone thinks Macs are overpriced and overrated, but once you get past the initial expense you'll find that they're worth every penny (besides, there's always the financing plan that Best Buy offers).",[],[],[]
41,41:1,"The 13"" MacBook Pro is portable, durable, and very capable.","['LAPTOP', 'LAPTOP', 'LAPTOP']","['QUALITY', 'PORTABILITY', 'OPERATION_PERFORMANCE']","['positive', 'positive', 'positive']"
41,41:2,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.","['BATTERY', 'LAPTOP']","['OPERATION_PERFORMANCE', 'MISCELLANEOUS']","['positive', 'positive']"
41,41:3,"It's also very energy efficient, running on a quarter of the power it takes to run a 60 Watt lightbulb.",['LAPTOP'],['OPERATION_PERFORMANCE'],['positive']
41,41:4,"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.","['GRAPHICS', 'LAPTOP']","['GENERAL', 'MISCELLANEOUS']","['positive', 'positive']"
41,41:5,It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).,[],[],[]
41,41:6,"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.","['OS', 'MOUSE']","['USABILITY', 'DESIGN_FEATURES']","['positive', 'positive']"
41,41:7,"Typically, when I purchase a new laptop I always end up using an external mouse for convenience.",[],[],[]
41,41:8,"However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).","['MOUSE', 'MOUSE']","['DESIGN_FEATURES', 'USABILITY']","['positive', 'positive']"
41,41:9,"Still, this laptop is perfect for all day use at school and work.",['LAPTOP'],['MISCELLANEOUS'],['positive']
41,41:10,They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).,['LAPTOP'],['QUALITY'],['positive']
42,42:0,Me and my boyfriend bought the Gateway NV78 in nov of 09.,[],[],[]
42,42:1,Bought with a credit card.,[],[],[]
42,42:2,Probbly the worst decision we ever made!,['LAPTOP'],['GENERAL'],['negative']
42,42:3,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,"['KEYBOARD', 'HARD_DISC']","['QUALITY', 'QUALITY']","['negative', 'negative']"
42,42:4,the place we bought it from said that after they send it out to gateway 4 times they would give us a new one.,[],[],[]
42,42:5,the last time we took it to get fixed the guy said that most likely it is a reppative problem and will keep happeneing so hopefully we can get a new one very soon!,[],[],[]
42,42:6,pretty much everything else about the computer is good it just stops working out of no were.,"['LAPTOP', 'LAPTOP']","['GENERAL', 'OPERATION_PERFORMANCE']","['positive', 'negative']"
42,42:7,i love the size of the computer since i play games on it.,['LAPTOP'],['DESIGN_FEATURES'],['positive']
42,42:8,i also love having the extra calculator number set up on the keyboard which most laptops do not have.,['KEYBOARD'],['DESIGN_FEATURES'],['positive']
42,42:9,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,"['KEYBOARD', 'KEYBOARD']","['DESIGN_FEATURES', 'USABILITY']","['negative', 'negative']"
42,42:10,So i would not reccomend anyone buying this computer,['LAPTOP'],['GENERAL'],['negative']
6,6:0,"First, it does not have a push button to open the lid.",['LAPTOP'],['DESIGN_FEATURES'],['negative']
6,6:1,It is held in place magnetically.,['LAPTOP'],['DESIGN_FEATURES'],['neutral']
6,6:2,There is a little indent to help open it - but good luck with that.,"['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'USABILITY']","['neutral', 'negative']"
6,6:3,"Once open, the leading edge is razor sharp.",['LAPTOP'],['DESIGN_FEATURES'],['negative']
6,6:4,This is the complete opposite to an ergonomic design.,"['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'USABILITY']","['negative', 'negative']"
6,6:5,Using this machine is like a mild form of torture.,['LAPTOP'],['USABILITY'],['negative']
6,6:6,"In the shop, these MacBooks are encased in a soft rubber enclosure - so you will never know about the razor edge until you buy it, get it home, break the seal and use it (very clever con).",[],[],[]
6,6:7,The much lauded combined touch pad and clicker is a nightmare.,['MOUSE'],['DESIGN_FEATURES'],['negative']
6,6:8,I lost two items I was working on until I figured out what was happening.,"['MOUSE', 'MOUSE']","['OPERATION_PERFORMANCE', 'USABILITY']","['negative', 'negative']"
6,6:9,"Also, the space bar makes a noisy click every time you use it.",['KEYBOARD'],['QUALITY'],['negative']
6,6:10,"I hate to say this, but if I could take this back to the shop and get my money back, then I would.",['LAPTOP'],['GENERAL'],['negative']
6,6:11,"It is absolutely horrible to use, despite all its so called advanced features.","['LAPTOP', 'LAPTOP']","['USABILITY', 'DESIGN_FEATURES']","['negative', 'neutral']"
6,6:12,I regret buying it before understanding how awful it is to use.,"['LAPTOP', 'LAPTOP']","['GENERAL', 'USABILITY']","['negative', 'negative']"
6,6:13,"Buy this if you like being tortured, teased, frustrated and wasting twice as much time as you spent using your old Mac.",[],[],[]
6,6:14,It's a bummer and one out of five is being kind.,['LAPTOP'],['GENERAL'],['negative']
6,6:15,My Mac has gone from being a trusted friend to an adversary.,['LAPTOP'],['GENERAL'],['negative']
6,6:16,I'm going to try and keep my old G4 on the road for as long as possible.,[],[],[]
6,6:17,"In due course, I'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash.",['LAPTOP'],['GENERAL'],['negative']
68,68:0,"This is the first time that I tried and owning a netbook although I have used 3 different laptops in the past 10 years, I find not much difference except of course for the screen size.",[],[],[]
68,68:1,But the screen size is not that bad for email and web browsing.,['DISPLAY'],['DESIGN_FEATURES'],['neutral']
68,68:2,I like this machine because its very lightweight...,['LAPTOP'],['DESIGN_FEATURES'],['positive']
68,68:3,very convenient when you travel and the battery life is excellent...,"['BATTERY', 'LAPTOP']","['OPERATION_PERFORMANCE', 'PORTABILITY']","['positive', 'positive']"
68,68:4,10 hours of battery life is really something else....,['BATTERY'],['OPERATION_PERFORMANCE'],['positive']
68,68:5,I highly recommend that you buy this product.,['LAPTOP'],['GENERAL'],['positive']
7,7:0,"I've owned every ""Pro"" model Apple laptop for the last 8 years, this is BY FAR the WORST one I've ever had.",[],[],[]
7,7:1,"It crashes, and when it goes flat, it just DIES (like a PC, maybe worse) and I loose all my open documents!",['LAPTOP'],['OPERATION_PERFORMANCE'],['negative']
7,7:2,I Hate it!,['LAPTOP'],['GENERAL'],['negative']
70,70:0,It is the easiest computer I have ever used,['LAPTOP'],['USABILITY'],['positive']
70,70:1,I have had some excellent computer and have found I had no idea what to do with them,[],[],[]
70,70:2,"I saw this one, and I have the most difficult time trying to use them, they've made great dust collectors, I hate putting this computer down",[],[],[]
70,70:3,I LOVE IT!,['LAPTOP'],['GENERAL'],['positive']
70,70:4,I can't say enough good for it!,['LAPTOP'],['GENERAL'],['positive']
72,72:0,It's A MAC!!,['LAPTOP'],['GENERAL'],['positive']
72,72:1,"I fine Apple MC373LL/A 2.66GHz 15"" Macboook Pro Notebook meets all my needs for a laptop computer when on the go.",['LAPTOP'],['GENERAL'],['positive']
72,72:2,I like to use it at the race track to handiecap the horse races.,['LAPTOP'],['MISCELLANEOUS'],['positive']
72,72:3,It's face and depanable.,['LAPTOP'],['QUALITY'],['positive']
72,72:4,As a graphic arts a retired instructor I still love to play with the graphic with photos and clip art .....,['LAPTOP'],['MISCELLANEOUS'],['positive']
72,72:5,it's just a great toy to have around.,['LAPTOP'],['GENERAL'],['positive']
73,73:0,very very slow laptop.,['LAPTOP'],['OPERATION_PERFORMANCE'],['negative']
73,73:1,tons of bloatware and junk programs.,"['LAPTOP', 'SOFTWARE']","['DESIGN_FEATURES', 'GENERAL']","['negative', 'negative']"
73,73:2,can't reinstall with standard os cd because of proprietary hardware drivers.,"['LAPTOP', 'SOFTWARE']","['USABILITY', 'GENERAL']","['negative', 'negative']"
73,73:3,keys are all in weird places and is way too large for the way it is designed.,"['KEYBOARD', 'LAPTOP']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['negative', 'negative']"
73,73:4,lots of extra space but the keyboard is ridiculously small.,"['KEYBOARD', 'LAPTOP']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['negative', 'neutral']"
266,266:0,Amazing machine.,['LAPTOP'],['GENERAL'],['positive']
266,266:1,"It is a big big, but since it has a 18.4"" screen what would you expect!",['LAPTOP'],['DESIGN_FEATURES'],['neutral']
266,266:2,It is truly a Desktop Replacement.,['LAPTOP'],['MISCELLANEOUS'],['positive']
266,266:3,Very fast and efficient!,['LAPTOP'],['OPERATION_PERFORMANCE'],['positive']
266,266:4,Does a great job with video shot on a Canon 5D MKII.,['LAPTOP'],['MISCELLANEOUS'],['positive']
266,266:5,Very happy with my 7th Toshiba laptop!,"['LAPTOP', 'COMPANY']","['GENERAL', 'GENERAL']","['positive', 'positive']"
259,259:0,"The touchpad is very intuitive, so much so that I never want to use buttons to click again!",['MOUSE'],['USABILITY'],['positive']
259,259:1,"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.",[],[],[]
259,259:2,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.","['SOFTWARE', 'LAPTOP']","['GENERAL', 'DESIGN_FEATURES']","['positive', 'positive']"
259,259:3,I especially appreciate the fact that it has almost zero viruses and spyware problems!,['LAPTOP'],['QUALITY'],['positive']
259,259:4,"The only drawback for me is how dirty the screen gets, and rather quickly too.",['DISPLAY'],['QUALITY'],['negative']
259,259:5,I'm hoping that I can find a really quick way to clean it without it getting too gross.,[],[],[]
259,259:6,I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,['LAPTOP'],['USABILITY'],['positive']
259,259:7,Now I have the best of both worlds with all of the power and ease of the Mac!,"['LAPTOP', 'LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'GENERAL', 'USABILITY']","['positive', 'positive', 'positive']"
259,259:8,"I also got the added bonus of a 30"" HD Monitor, which really helps to extend my screen and keep my eyes fresh!",['LAPTOP'],['MISCELLANEOUS'],['positive']
100,100:0,I never have had a good result with this computer.,['LAPTOP'],['GENERAL'],['negative']
100,100:1,"I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.",['LAPTOP'],['QUALITY'],['negative']
100,100:2,"They told me it was my loss even though it was the computer, not  what I've done.",['SUPPORT'],['QUALITY'],['negative']
100,100:3,"The hard drive crashed as well, and I had to buy a new  power cord.","['HARD_DISC', 'POWER_SUPPLY']","['QUALITY', 'QUALITY']","['negative', 'negative']"
100,100:4,"They told me to reprogram the computer, and I didn't need  to do that, and I lost pictures of my oldests first 2 years of her  life.",['SUPPORT'],['QUALITY'],['negative']
100,100:5,"I don't like this company nor the toshiba brand, and I'll never  buy another one because I've put more into it then it is worth.","['COMPANY', 'LAPTOP']","['GENERAL', 'GENERAL']","['negative', 'negative']"
100,100:6,I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.,['COMPANY'],['GENERAL'],['negative']
147,147:0,I just bought this laptop 3 days ago.,[],[],[]
147,147:1,The right speaker did not work.,"['MULTIMEDIA_DEVICES', 'MULTIMEDIA_DEVICES']","['QUALITY', 'OPERATION_PERFORMANCE']","['negative', 'negative']"
147,147:2,I took it back to the store and exchanged it for another one.,[],[],[]
147,147:3,"Again, the same problem, the right speaker did not work.","['MULTIMEDIA_DEVICES', 'MULTIMEDIA_DEVICES']","['QUALITY', 'OPERATION_PERFORMANCE']","['negative', 'negative']"
147,147:4,I returned the 2nd laptop for a full refund.,['LAPTOP'],['GENERAL'],['negative']
149,149:0,the mouse pad and buttons are the worst i've ever seen.,['MOUSE'],['GENERAL'],['negative']
149,149:1,sometimes you will be moving your finger and the pointer will not even move.,['MOUSE'],['OPERATION_PERFORMANCE'],['negative']
149,149:2,the mouse buttons are hard to push.,['MOUSE'],['USABILITY'],['negative']
149,149:3,i cant believe HP put this out.,"['COMPANY', 'LAPTOP']","['GENERAL', 'GENERAL']","['negative', 'negative']"
149,149:4,do not buy you will be disappointed.,['LAPTOP'],['GENERAL'],['negative']
149,149:5,i'm returning mine,['LAPTOP'],['GENERAL'],['negative']
150,150:0,dell is a decently made pc.,['LAPTOP'],['GENERAL'],['neutral']
150,150:1,although its windows vista compared to windows xp sucks.,[],[],[]
150,150:2,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,"['GRAPHICS', 'LAPTOP', 'LAPTOP']","['GENERAL', 'DESIGN_FEATURES', 'USABILITY']","['negative', 'negative', 'negative']"
150,150:3,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,"['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'USABILITY']","['negative', 'negative']"
150,150:4,so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.,['LAPTOP'],['GENERAL'],['negative']
275,275:0,"I love HP,, it's the only computer/printer we will buy.","['COMPANY', 'LAPTOP']","['GENERAL', 'GENERAL']","['positive', 'positive']"
275,275:1,Got this for a graduation gift for my daughter for her to use at college.,[],[],[]
275,275:2,This is perfect for her field.,['LAPTOP'],['MISCELLANEOUS'],['positive']
104,104:0,"At first when I got this product, I loved it.",['LAPTOP'],['GENERAL'],['positive']
104,104:1,"The computer itself was fast, ran smoothly, and had no problems.","['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'GENERAL']","['positive', 'positive']"
104,104:2,"Then, within 5 months, the charger crapped out on me.",['POWER_SUPPLY'],['QUALITY'],['negative']
104,104:3,"So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty.",['SUPPORT'],['QUALITY'],['negative']
104,104:4,"2 months later, the battery went.",['BATTERY'],['QUALITY'],['negative']
104,104:5,"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.","['BATTERY', 'SUPPORT']","['OPERATION_PERFORMANCE', 'QUALITY']","['negative', 'negative']"
104,104:6,"THEN, one month after the warranty expired, the replacement charger went.",['POWER_SUPPLY'],['MISCELLANEOUS'],['negative']
104,104:7,I had to pay $100 for a universal charger for this cheap $300 laptop.,['LAPTOP'],['MISCELLANEOUS'],['negative']
104,104:8,Not worth it one bit.,['LAPTOP'],['GENERAL'],['negative']
104,104:9,"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.","['LAPTOP', 'LAPTOP', 'SUPPORT']","['DESIGN_FEATURES', 'QUALITY', 'QUALITY']","['negative', 'negative', 'negative']"
104,104:10,"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.","['DISPLAY', 'LAPTOP']","['QUALITY', 'PRICE']","['negative', 'positive']"
104,104:11,"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.",['LAPTOP'],['QUALITY'],['negative']
104,104:12,And it is impossible to get them back in.,['LAPTOP'],['QUALITY'],['negative']
122,122:0,Strengths:Well-shaped,['LAPTOP'],['DESIGN_FEATURES'],['positive']
122,122:1,Weaknesses:A bad videocard!,['GRAPHICS'],['GENERAL'],['negative']
122,122:2,"Posted Nov 8, 2010 -",[],[],[]
122,122:3,Two weeks ago I bought this notebook.,[],[],[]
122,122:4,What can I say.,[],[],[]
122,122:5,The first programm I switched on was a game for my children.,[],[],[]
122,122:6,After 20-30 min the screen of the notebook switched off.,['DISPLAY'],['OPERATION_PERFORMANCE'],['negative']
122,122:7,"It was still working, but there was nothing on the screen.",['DISPLAY'],['OPERATION_PERFORMANCE'],['negative']
122,122:8,I was said it's videocard.,['GRAPHICS'],['GENERAL'],['negative']
122,122:9,Very disappointed!,['LAPTOP'],['GENERAL'],['negative']
122,122:10,Didn't expect to repair it at once!,['LAPTOP'],['QUALITY'],['negative']
122,122:11,Going to bring it to service today.,[],[],[]
122,122:12,Don't buy this model.,['LAPTOP'],['GENERAL'],['negative']
124,124:0,An absolutely hateful machine that no one should get of their own free will.,['LAPTOP'],['GENERAL'],['negative']
124,124:1,I just can't fathom that the celebrated Dell would last a week in environment of free competition with normal products - it only survives b/c its substandard laptops are forced onto captive students and employees through question-raising programs.,[],[],[]
124,124:2,"Mine came at $1,700 w/o a DVD burner (!).","['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'PRICE']","['negative', 'negative']"
124,124:3,Enough said.,[],[],[]
124,124:4,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",['DISPLAY'],['DESIGN_FEATURES'],['negative']
124,124:5,"The 4 USB ports are nice, but the two on the side only work now and then.","['LAPTOP', 'PORTS', 'PORTS']","['DESIGN_FEATURES', 'QUALITY', 'OPERATION_PERFORMANCE']","['positive', 'negative', 'negative']"
124,124:6,Keyboard could use some trimming.,['KEYBOARD'],['DESIGN_FEATURES'],['negative']
124,124:7,"Did I mention everything about it, from size to weight to keyboard screams BULK?","['KEYBOARD', 'LAPTOP', 'LAPTOP']","['GENERAL', 'DESIGN_FEATURES', 'GENERAL']","['negative', 'negative', 'negative']"
263,263:0,I'm glad I made the choice to switch and buy this MAC.,['LAPTOP'],['GENERAL'],['positive']
263,263:1,The benefits were immediate!,['LAPTOP'],['GENERAL'],['positive']
263,263:2,Awesome graphics!,['GRAPHICS'],['GENERAL'],['positive']
263,263:3,Applications respond immediately (not like the tired MS applications).,[],[],[]
263,263:4,"I can actually get work done with this MAC, and not fight with it like my tired old PC laptop.",[],[],[]
263,263:5,The magnetic plug-in power charging power cord is great (I even put it to the test by accident)- excellent innovation!,['POWER_SUPPLY'],['DESIGN_FEATURES'],['positive']
263,263:6,"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",[],[],[]
263,263:7,"After doing CAD work all day at work, using a higher end PC, I couldn't come home and settle for the use of a lower end computer.",[],[],[]
263,263:8,This laptop rocks (only wish it could run SolidWorks CAD - which Apple doesn't support)!,"['LAPTOP', 'LAPTOP']","['GENERAL', 'USABILITY']","['positive', 'negative']"
263,263:9,"I've saved a lot of time and headaches so far, using my new MacBook Pro.",['LAPTOP'],['GENERAL'],['positive']
263,263:10,"I am definitely sold, and not going back to PCs for home use!",[],[],[]
257,257:0,I previously owned an HP desktop and a Dell laptop.,[],[],[]
257,257:1,Both computers started acting extremely slow within the first year of owning them.,[],[],[]
257,257:2,"I have never had any issues or problems with my MacBook Pro so far, and it is still as fast as it was when I first bought it.","['LAPTOP', 'LAPTOP', 'LAPTOP']","['GENERAL', 'QUALITY', 'OPERATION_PERFORMANCE']","['positive', 'positive', 'positive']"
257,257:3,I especially like the backlit keyboard.,['KEYBOARD'],['DESIGN_FEATURES'],['positive']
257,257:4,It makes doing schoolwork at night so much easier.,['LAPTOP'],['USABILITY'],['positive']
257,257:5,"It is also very lightweight, making transporting this computer very easy.","['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'PORTABILITY']","['positive', 'positive']"
257,257:6,The graphics on this computer are also stellar - very clear and vivid.,['GRAPHICS'],['QUALITY'],['positive']
257,257:7,"The applications are also very easy to find and maneuver, much easier than any other computer I have ever owned.",[],[],[]
257,257:8,"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.","['SOFTWARE', 'SOFTWARE']","['GENERAL', 'MISCELLANEOUS']","['positive', 'positive']"
257,257:9,The program came with the computer and works beautifully.,['SOFTWARE'],['OPERATION_PERFORMANCE'],['positive']
257,257:10,I definitely will buy a Mac again if and when this computer ever fails.,"['LAPTOP', 'COMPANY']","['GENERAL', 'GENERAL']","['positive', 'positive']"
102,102:0,My hp G60-244dx died after only 16 months.,['LAPTOP'],['QUALITY'],['negative']
102,102:1,It started out getting hot after only a few months.,['LAPTOP'],['QUALITY'],['negative']
102,102:2,I should have sent it back to them then.,[],[],[]
102,102:3,At 16 months it started shutting off after only 5 or 10 minutes.,['LAPTOP'],['OPERATION_PERFORMANCE'],['negative']
